REGION,COUNTRY,KW1,KW2,PROJECT TITLE,CLIENT,Name of Client,Duration  (months),EUR Value of assignment,Origin of funding,Start Year,Duration
Global,Global,CC,CC,Joint Nordic Evaluation of the Nordic Development Fund (NDF),Particip,Particip GmbH,13 Months,"18,900",The Expert Group for Aid Studies (EBA),2019,13 Months
Global,Global,CC,CC,Development of an operations manual for P4G partnership fund,Danida,"Danida, Ministry of Foreign Affairs",2 Months,"25,861",DK,2018,2 Months
Global,Global,CC,CC,Formulation of a Financial Support Mecanism for P4G partnerships,Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,"33,583",Denamrk,2017,2 Months
Asia,Turkey  ,CC,CC,Technical Assistance for Developed Analytical Basis for Formulating Strategies and Actions towards Green Growth,part,Particip,9 Months,"52,600",EU,2015,9 Months
Americas,Costa Rica  ,CC,CC,Mid-Term Evaluation of the Low Emission Capacity Building (LECB) Programme.,UNDP,United Nations Development Programme,9 Months,"41,053",UNDP,2015,9 Months
Africa,Tanzania,CC,CC,Formulation of Donor Program for strengthening coordination of Climate Change Activities in Tanzania,Danida,"Ministry of Foreign Affairs, Denmark",7 Months,"128,510",Denmark,2008,7 Months
Global,Global,CC,CC,Review of the 2005 Climate and Development Action Programme,Danida,"Ministry of Foreign Affairs, Denmark",4 Months,"45,740",Denmark,2008,4 Months
Global,Global,CC,CC,Thematic review of the 2005 Climate & Development action programme,Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"11,730",Denmark,2008,2 Months
Global,Global,CC,RE,"Inputs to screening of projects/development of project portfolio in relation to Denmark's Board seat in the Green Climate Fund (GCF)
",Danida,"Danida, Ministry of Foreign Affairs, Denmark",9 Months,"18,626",Denmark,2016,9 Months
Global,Global,CC,PSM,3GF Process Consultant,Danida,"Danida, Ministry of Foreign Affairs, Denmark",16 Months,"147,321",Denmark,2015,16 Months
Asia,Bangladesh,CC,GCS,Appraisal of Bangladesh Country Programme,Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,"157,664",Denmark,2015,2 Months
Asia,Bangladesh,CC,ENM,"Joint Country Evaluation of development cooperation of Denmark, Sweden and the European Union with Bangladesh. ",ADE,ADE SA Consulting Service,13 Months,"15,600",EU,2014,13 Months
Africa,Ethiopia  ,CC,ARD,Process Consultant for Greening Agricultural Transformation in Ethiopia (GATE) Thematic Programme,PEMEA for Danida,PEMconsult East Africa Ltd,2 Months,"44,604",Denmark,2014,2 Months
Africa,Mozambique  ,CC,ENM,Cities and Climate Change Project,AIAS,Administração de Infra-Estruturas de Água e Saneamento,4 Months,"122,595",NDF,2014,4 Months
Global,Global,CC,ARD,Hot topics in Climate Change and Agriculture'  seminar,European Commission,European Commission/DEVCO,1 Months,"5,100",European Commission,2012,1 Months
Global,Global,CC,SE,"Inputs on strategic energy and energy related issues, including biofuels in preparation of the strategy for Environment, Climates and Energy",Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"15,950",Denmark,2010,2 Months
Global,Global,CC,SE,"Inputs on new approaches for mixed credits and business sector in relation to energy and climate change technology, in preparation of the new strategic framework for Danish support to the business sector",Danida,"Ministry of Foreign Affairs, Denmark",8 Months,"17,580",Denmark,2010,8 Months
Africa,Uganda,CC,ARD,Mainstreaming climate change into CC DARE project for MAAIF. Uganda,"Ministry of Agriculture, Animal Industries and Fisheries of Uganda/MAAIF.  (Contact through UNEP-Risoe Centre, CC-DARE project)","Ministry of Agriculture, Animal Industries and Fisheries of Uganda/MAAIF.  (Contact through UNEP-Risoe Centre, CC-DARE project)",10 Months,"14,290",Danida,2009,10 Months
Asia,Bangladesh,CC,WS,"Climate Change Screening of and Climate Management Plans for the Water Supply and Sanitation Sector Interventions, Bangladesh",Danida,"Ministry of Foreign Affairs, Denmark",14 Months,"133,750",Denmark,2009,14 Months
Global,Global,CC,SE,Organization and Implementation of Activities Regarding Climate Assistance,Danida,"Ministry of Foreign Affairs, Denmark",9 Months,"29,260",Denmark,2009,9 Months
Asia,Bangladesh,CC,WS,"Climate Change Screening of and Climate Management Plans for the Water Supply and Sanitation Sector Interventions, Bangladesh",Danida,"Ministry of Foreign Affairs, Denmark",14 Months,"111,850",Denmark,2009,14 Months
Asia,Vietnam,CC,ENM,"Assistance to the preparation of the Danish support to Climate Change Adaptation, Pollution Control and Energy Efficiency  and Result Based M&E and Baseline Study for NTP RCC",Danida,"Ministry of Foreign Affairs, Denmark",10 Months,"977,950",Denmark,2008,10 Months
Asia,Vietnam,CC,ENM,"Assistance to the Detailed formulation (component descriptions and program documents) of the Danish support to Climate Change Adaptation, Pollution Control and Energy Efficiency",Danida,"Ministry of Foreign Affairs, Denmark",7 Months,"140,200",Denmark,2008,7 Months
Asia,Bangladesh,CC,WS,"Trainee for Climate Change Screening of and Climate Management Plans for the Water Supply and Sanitation Sector Interventions, Bangladesh",Danida,"Ministry of Foreign Affairs, Denmark",14 Months,"10,803",Denmark,2009,14 Months
Asia,Vietnam,CC,ENM,"Assistance to the preparation of the Danish support to Climate Change Adaptation, Pollution Control and Energy Efficiency ",Danida,"Ministry of Foreign Affairs, Denmark",6 Months,"128,290",Denmark,2007,6 Months
Asia,Vietnam,CC,ENM,"Assistance to the preparation of the Danish support to Climate Change Adaptation, Pollution Control and Energy Efficiency ",Danida,"Ministry of Foreign Affairs, Denmark",6 Months,"128,290",Denmark,2007,6 Months
Global,Global,CC,SE,Assistance by an Independent Consultant in tendering and award of consultancy services for the CDM Programme,Danida,"Ministry of Foreign Affairs, Denmark",13 Months,"89,640",Denmark,2006,13 Months
Global,Global,ENM,CC,Evaluation of the European Union’s Support to Environment and Climate Change in Third Countries (2007-2013),PART,Particip for EU (EC Devco Evaluation Unit),17 Months,"135,936",,2015,17 Months
Global,Global,ENM,CC,"Evaluation of the European Union's co-operation with the Region of Eastern Africa, Southern Africa and the Indian Ocean (EA-SA-IO)",ADE,"ADE for EU, Aid Delivery Methods - Support Team",16 Months,"399,844",,2017,16 Months
Africa,Mozambique  ,ENM,CC,"Mid-term review of the Environment Sector Programme (ESPS II), Mozambique",Danida,"Danida, Ministry of Foreign Affairs, Denmark",1 Months,"61,108",Denmark,2015,1 Months
Global,Global,ENM,GCS,Evaluation of the Velux Foundations Joint Environment Programme (VEP),Velux,Velux,3 Months,"26,076",Denmark,2014,3 Months
Global,Global,ENM,AM,Evaluation of blending operations financed by the European Union,Ade,"ADE for EU, Aid Delivery Methods - Support Team",19 Months,"85,000",EU,2015,19 Months
Africa,Ethiopia  ,ENM,WS,"Identification of Danida Business Finance Projects, Water and Sanitation, Ethiopia",DBF,Danida Business Finance,4 Months,"62,196",Denmark,2019,4 Months
Africa,Tanzania  ,ENM,WS,Framework support to International Water Stewardship Programme (IWaSP) Tanzania ,GIZ,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,3 Months,"19,302",Germany,2017,3 Months
Africa,Somalia,ENM,GCS,Appraisal of Somalia Country Programme 2019-2023,Danida,"Danida, Ministry of Foreign Affairs",3 Months,"99,567",Denmark,2018,3 Months
Asia,Thailand,ENM,WS,The EMSONG Project Environmental Management in the Songkhla Lake Basin. Technical Support towards the institutional set-up for the Implementation of the EAP,Danced,Danish Environmental Protection Agency (Danced),1 Months,1,Denmark,1999,1 Months
Asia,Thailand,ENM,WS,Environmental Management in the Songkhla Lake Basin - Technical Support towards the institutional set-up for the Implementation of the EAP.,Danced,Danish Environmental Protection Agency (Danced),1 Months,1,Denmark,1997,1 Months
Africa,Kenya,ENM,GCS,TECHNICAL ASSISTANCE TO THE NATIONAL DROUGHT MANAGEMENT AUTHORITY (NDMA),EU,EU - EU Delegation to the Republic of Kenya,31 Months,"547,084",EU,2018,31 Months
Africa,Ethiopia  ,ENM,RE,Appraisal of The Assela Wind Farm Project,Danida,"Danida, Ministry of Foreign Affairs, Denmark",6 Months,"54,133",Denmark,2018,6 Months
Asia,Afghanistan,ENM,GCS,Mid-Term Review of the UNDP-GEF Project Establishing Integrated Models for Protected Areas and Their Co-management in Afghanistan and collection of data for the preparatory phase of the GEF project Conservation of Snow Leopards and their Critical Ecosystem in Afghanistan,UNDP,United Nations Development Programme,4 Months,"70,074",Global Enviroment Facility (GEF),2017,4 Months
Asia,Cambodia,ENM,ARD,"Mid-term Evaluation: Sustaining biodiversity, environmental and social benefits in the Protected Areas of the Eastern Plains Landscape of Cambodia",WWF,WWF-Cambodia,4 Months,"10,735",EU,2016,4 Months
Africa,Uganda  ,ENM,ENM,Mid term review JWESSP Uganda,Danida,"Danida, Ministry of Foreign Affairs, Denmark",4 Months,"104,227",Denmark,2016,4 Months
Global,Global,ENM,ENM,Framework support for the natural Resources Stewardship (NaTuReS) Programme,GIZ,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),14 Months,"16,380",BMZ,2019,14 Months
Africa,Indonesia  ,ENM,ENM,"1512-5 Technical Assistance for Strategic Environmental Assessment Taskforces for Mid-Term Development Plan in Batang District, Central Java Province",Danida,"Danida, Ministry of Foreign Affairs, Denmark",8 Months,"55,958",,2018,8 Months
Global,Global,ENM,ENM,Lessons Learned Study on the P4G first call for proposals,Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,"28,159",Denmark,2018,2 Months
Africa,Ethiopia  ,ENM,ENM,Inception Review of the Thematic Programme Greening Agriculture Transformation in Ethiopia (GATE),Danida,"Danida, Ministry of Foreign Affairs, Denmark",4 Months,"33,417",Denmark,2016,4 Months
Africa,Mozambique  ,ENM,ENM,"Municipal Development Programme, Mozambique: Technical Assistance for programme management, fund managing and capacity development.",Danida,Danida/ COWI Consult,37 Months,"6,625,000",Denmark,2015,37 Months
Africa,Uganda  ,ENM,ENM,Consultancy for support the Ministry of Water and Enviornment in developing 5-year (2014-2018) strategic plans for oprationalization of the JWESSP.,Danida,"Danida, Ministry of Foreign Affairs, Denmark",5 Months,"30,743",Denmark,2014,5 Months
Global,Global,ENM,ENM,"Evaluations of EC geographic cooperation strategies for Asia, Latin America, and the Neighbouring Countries",PART,Particip ,21 Months,"299,788",EU,2014,21 Months
Americas,Nicaragua  ,ENM,ENM,"Programme Completion Report, PASMA 2.",Danida,"Danida, Ministry of Foreign Affairs, Denmark",2 Months,"23,750",Denmark,2012,2 Months
Africa,Botswana,ENM,ENM,Midterm review of the UNDP-UNEP Poverty Environment Initiative (PEI),UNDP-UNEP,UNDP-UNEP,1 Months,"83,250",0,2011,1 Months
Africa,Malawi  ,ENM,ENM,Midterm review of the UNDP-UNEP Poverty Environment Initiative (PEI),UNDP-UNEP,UNDP-UNEP,1 Months,"83,250",0,2011,1 Months
Asia,Bhutan,ENM,ENM,Midterm review of the UNDP-UNEP Poverty Environment Initiative (PEI),UNDP-UNEP,UNDP-UNEP,1 Months,"83,250",0,2011,1 Months
Asia,Indonesia  ,ENM,ENM,Technical Assistance for SEA Training,Danida,Danida,13 Months,"84,030",0,2011,13 Months
Asia,Laos  ,ENM,ENM,Midterm review of the UNDP-UNEP Poverty Environment Initiative (PEI),UNDP-UNEP,UNDP-UNEP,1 Months,"83,250",0,2011,1 Months
Asia,Tajikistan  ,ENM,ENM,Midterm review of the UNDP-UNEP Poverty Environment Initiative (PEI),UNDP-UNEP,UNDP-UNEP,1 Months,"83,250",0,2011,1 Months
Global,Global,ENM,ENM,Midterm review of the UNDP-UNEP Poverty Environment Initiative (PEI),UNDP-UNEP,UNDP-UNEP,5 Months,"83,250",0,2011,5 Months
Americas,Uruguay  ,ENM,ENM,Midterm review of the UNDP-UNEP Poverty Environment Initiative (PEI),UNDP-UNEP,UNDP-UNEP,1 Months,"83,250",0,2011,1 Months
Africa,Senegal,ENM,ENM,Mission d’évaluation de l’approche sectorielle et la modalité d’appui budgétaire sectoriel,Netherlands embassy in dakar,Netherlands embassy,6 Months,"88,590",Holland,2010,6 Months
Europe,Bosnia and Herz.,ENM,ENM,"Support to the implementation of the ""Integrated Pollution Prevention and control"" Directive Bosnien and Herzgovina, EC/BiH/08/13",Safege / EU,SAFEGE-Witteveen & Bos-Prospect C & S,25 Months,"1,450,000",,2010,25 Months
Africa,Ghana,ENM,ENM,Independent Advisory and Monitoring Team for Natural Resources and Environmental Governance Sector Budget Support in Ghana,The Delegation of the European Union to Ghana,The Delegation of the European Union to Ghana,5 Months,"109,310",EU,2009,5 Months
Africa,Kenya,ENM,ENM,Appraisal of National Resources Management Program ,Danida,"Ministry of Foreign Affairs, Denmark",8 Months,"100,750",Denmark,2009,8 Months
Africa,Kenya,ENM,ENM,Appraisal of National Resources Management Program ,Danida,"Ministry of Foreign Affairs, Denmark",8 Months,"100,750",Denmark,2009,8 Months
Africa,Mozambique,ENM,ENM,"Annual Sector Review of Environmental Sector Programme Support, Mozambique",Danida,"Ministry of Foreign Affairs, Denmark",6 Months,"75,970",Denmark,2009,6 Months
Africa,Mozambique,ENM,ENM,"Technical Assistance to the Natural Resource Management Component (GERENA) of the Environment Sector Programme (EPS), ",Danida,"Ministry of Foreign Affairs, Denmark",18 Months,"54,230",Denmark,2009,18 Months
Asia,Bhutan,ENM,ENM,Cleaner technology and Environmental Management in Bhutan,"Ministry of Economic Development, Bhutan via NTNU ","Ministry of Economic Development, Bhutan via NTNU ",11 Months,15970,,2009,11 Months
Global,Global,ENM,ENM,Working Paper on Sector Approaches in the Environment and Natural Ressources Sector,European Commission ,European Commission (Subcontract IBF),7 Months,"52,390",EU,2009,7 Months
Africa,Kenya,ENM,ENM,Joint Sector review Environment Programme Support (EPS)Kenya,Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"53,340",Denmark,2008,2 Months
Africa,Mozambique,ENM,ENM,"Annual Review Of The Environment Programme Support  Programme Mozambique, 2008",Danida,"Ministry of Foreign Affairs, Denmark",3 Months,"81,680",Denmark,2008,3 Months
Africa,Tanzania,ENM,ENM,Training Needs Assessment and Development of a National Training Program for Sustainable Wetlands Management in  Tanzania,"Ministry of Natural Resources and Tourism, Tanzania (Subcontract PEM East Africa)","Ministry of Natural Resources and Tourism, Tanzania (Subcontract PEM East Africa)",13 Months,"32,800",,2008,13 Months
Asia,Indonesia,ENM,ENM,International Technical Assistance Support to Bappenas for Output 5 ENVIRONMENTAL SUPPORT PROGRAMME (ESP) PHASE 2 concerning Economic Instruments for Incentive-Based Environmental Management,Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"68,060",Denmark,2008,2 Months
Asia,Indonesia,ENM,ENM,Financial Management Support for Environmental Programme Support - Phase II (SP II),Danida,"Ministry of Foreign Affairs, Denmark",6 Months,"84,400",Denmark,2008,6 Months
Asia,Indonesia,ENM,ENM,Technical Assistance to the Environment Support Programme - Phase II (ESP II) ,Danida,"Ministry of Foreign Affairs, Denmark",5 Months,"119,790",Denmark,2008,5 Months
Asia,Bangladesh,ENM,ENM,Joint Mid-term Review of the Asian Development Bank Core Environment Programme,Sida,Swedish International Development Cooperation Agency - Sida ,4 Months,"54,620",Sweden,2008,4 Months
Africa,Kenya,ENM,ENM,Support to Kenya's Environment Sector Programme: Functional Analysis of MENR - HQ and MENR - NEMA,Danida,"Ministry of Foreign Affairs, Denmark",5 Months,"139,320",Denmark,2007,5 Months
Africa,Mozambique,ENM,ENM,Assistance to the preparation of Swiss and Danish support to Municipalities in Northern Mozambique,Danida,"Ministry of Foreign Affairs, Denmark",3 Months,"30,370",Denmark,2007,3 Months
Africa,Tanzania,ENM,ENM,Support to the inception of the Environmental Management Act in Tanzania,Danida,"Ministry of Foreign Affairs, Denmark",8 Months,"189,780",Denmark,2007,8 Months
Africa,Tanzania,ENM,ENM,Technical Assistance including a contextual analysis to the Environmental Management Act Implementation Support Programme,Danida,"Ministry of Foreign Affairs, Denmark",10 Months,"151,830",Denmark,2007,10 Months
Africa,Tanzania,ENM,ENM,Final Evaluation of Kinondoni Intergrated Coastal Area Management Program (KICAMP),Danida,"Ministry of Foreign Affairs, Denmark",1 Months,"19,740",Denmark,2007,1 Months
Asia,Indonesia,ENM,ENM,"Environmental Sector Programme (ESP) Ph 1 - Guidelines and functions for SEA at National, Provincial and District levels developed, tested and disseminated to all Regions",Danida,"Ministry of Foreign Affairs, Denmark",9 Months,"151,830",Denmark,2007,9 Months
Asia,Indonesia,ENM,ENM,"Facilitation of Study Tours on Environmental Impact Assessment, Environmental Assessment and Strategic Environmental Assessment for the Ministry of Environment, Indonesia",Danida,"Ministry of Foreign Affairs, Denmark",3 Months,"57,520",Denmark,2007,3 Months
Asia,Indonesia,ENM,ENM,Consolidation of the first phase of the Environtmental Sector program between Denmark and Indonesia,Danida,"Ministry of Foreign Affairs, Denmark",2 Months,"39,470",Denmark,2007,2 Months
Europe,Estonia,ENM,ENM,"Evaluation of Sidas Environmental Support to the Balkans, 2000 - 2006",Sida,Swedish International Development Cooperation Agency - Sida ,4 Months,"70,860",Sweden,2007,4 Months
Africa,Rwanda  ,ENM,RE,Strategic Environmental Assessment of the Energy Sector Policy in Rwanda,PART,Particip,6 Months,"224,228",EU,2014,6 Months
